mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3.7365352312723794,0.019835653364839244,0.04575570424397787,0.0020543881771804824,0.19336428599926023,443,"OrderedDict([('model__learning_rate', 0.19336428599926023), ('model__n_estimators', 443)])",0.7775510204081633,0.7306122448979592,0.7169042769857433,0.7416891807639553,0.025968323692154276,5
3.8557866414388022,0.012774209938793354,0.04215844472249349,0.00209188352912388,0.05608679999217153,495,"OrderedDict([('model__learning_rate', 0.05608679999217153), ('model__n_estimators', 495)])",0.8142857142857143,0.7571428571428571,0.7678207739307535,0.7797497817864416,0.02480661809447964,4
1.57719087600708,0.0035710020397563343,0.022831281026204426,0.0016793808283132362,0.028759624616774778,315,"OrderedDict([('model__learning_rate', 0.028759624616774778), ('model__n_estimators', 315)])",0.8122448979591836,0.7612244897959184,0.8085539714867617,0.7940077864139545,0.023230212187520128,1
2.1763932704925537,0.013460742925308876,0.026203155517578125,0.0017964331080303595,0.027427290702985826,406,"OrderedDict([('model__learning_rate', 0.027427290702985826), ('model__n_estimators', 406)])",0.8183673469387756,0.7612244897959184,0.7922606924643585,0.7906175097330174,0.023357390946317592,2
1.52922519048055,0.03726317232688472,0.030703624089558918,0.0050056640983480736,0.042047156410006156,290,"OrderedDict([('model__learning_rate', 0.042047156410006156), ('model__n_estimators', 290)])",0.8183673469387756,0.7591836734693878,0.7922606924643585,0.7899372376241739,0.024217426688627374,3
